"id","language","text","text_normalized","caesar","vigenere","sp_network","char_count"
"374","ro","Cunoaște-te pe tine însuți și vei cunoaște lumea întreagă","Cunoaste-te pe tine insuti si vei cunoaste lumea intreaga","Fxqrdvwh-wh sh wlqh lqvxwl vl yhl fxqrdvwh oxphd lqwuhdjd","Fjeidhky-wt gy wxey lcjowx jc ytz wxcfuviv fxbvu lcklhpxu","vzqGlcfn-cp rb dcbl ymrtzm bz bpm cjarggvk iiari tmhtnaqr","57"
"375","ro","Unde este voință există și cale pentru cel hotărât","Unde este vointa exista si cale pentru cel hotarat","Xqgh hvwh yrlqwd halvwd vl fdoh shqwux fho krwdudw","Xcuy hhky ydzhwp vrlhku vx tuot gyqiio ftc brirldi","cmqR acqn qfhcju biaqrt na ipcp vydyxv kpv gmtuuvf","50"
"376","ro","Viața este visul unui vis și noi suntem umbre în trecere","Viata este visul unui vis si noi suntem umbre in trecere","Yldwd hvwh ylvxo xqxl ylv vl qrl vxqwhp xpeuh lq wuhfhuh","Yxrnd tjnh kzmxa lhxx mcv hz hrx joqivg xbslh xe nuttyut","wrpCu wfzo neqjq rtmr qro qi jyr vuzdxi tkrrs wq lcppapa","56"
"377","ro","Timpul este cel mai bun medic pentru rănile inimii omenești","Timpul este cel mai bun medic pentru ranile inimii omenesti","Wlpsxo hvwh fho pdl exq phglf shqwux udqloh lqlpll rphqhvwl","Wxdjxa vmwt tyo brc eje ghszw stenuj iuqxcy lczglx fghcvmwx","zreBfo ricp kbp myu dzs llbqj wpzsla avcrmx mdtjdr mtgoqirb","59"
"378","ro","Omul propune și Dumnezeu dispune cu înțelepciunea sa infinită","Omul propune si Dumnezeu dispune cu intelepciunea sa infinita","Rpxo sursxqh vl Gxpqhchx glvsxqh fx lqwhohsflxqhd vd lqilqlwd","Rblf sgfjxcv ml Slgqtqyx szmsjey fj zhwtcysrzoqtr md xezlcznd","gkdU tzsgomS ri dttcpsxx orjczzs lq gjcpubmysjopr xu jflwmtjf","61"
"379","ro","Nu tot ce zboară se mănâncă și nu tot ce strălucește este aur","Nu tot ce zboara se mananca si nu tot ce straluceste este aur","Qx wrw fh cerdud vh pdqdqfd vl qx wrw fh vwudoxfhvwh hvwh dxu","Qj kiw rv tedrld hv gdcrhfp jc qj kiw rv mwgrfxrvmwt vmwt rou","vz uXn pb itfqlu df iqmhfum gz vz uxn ob igdubuoriop pbiy bua","61"
"380","ro","Grăbește-te încet și vei ajunge mai departe decât cel grăbit","Grabeste-te incet si vei ajunge mai departe decat cel grabit","Judehvwh-wh lqfhw vl yhl dmxqjh pdl ghsduwh ghfdw fho judelw","Jgrvhhky-wt zhftk ml kvc dylhjt dul svjdgky gttuw rvf jgrvli","idqZucqn-qp pbjog nm nct iqftap szf zticdpf nadpg udb iizuvt","60"
"381","ro","Frumusețea fără bunătate este o floare fără parfum","Frumusetea fara bunatate este o floare fara parfum","Iuxpxvhwhd idud exqdwdwh hvwh r iorduh idud sduixp","Iglgxhvnhp wuup soqpkuwt vmwt f zodrlh urld erlijd","ddqVtwriah hqby asahpxno bijp f bgtyut alqu tfuzvf","50"
"382","ca","Qui no treballa no menja, i qui no menja no pot treballar","Qui no treballa no menja, i qui no menja no pot treballar","Txl qr wuhedood qr phqmd, l txl qr phqmd qr srw wuhedoodu","Tjz hr iiyepcfd cf ghcau, l flc qd dyqyr hr efn wgvvdacuu","qzv Pj cuvghmlm df gamgq, e mtt cf cxfqx uw ldu gibiaefma","57"
"383","ca","La veritat és filla del temps i mare de la justícia","La veritat es filla del temps i mare de la justicia","Od yhulwdw hv ilood gho whpsv l pduh gh od mxvwlfld","Op myuxkuw tj zlacu gtc nhbgm l brlh sv fd ylmwxtcd","ch rYoaanj pe bzatm wpk dmoqd t kstu gq io crftmbpf","51"
"384","ca","Qui semena vents recull tempestes al final del camí","Qui semena vents recull tempestes al final del cami","Txl vhphqd yhqwv uhfxoo whpshvwhv do ilqdo gho fdpl","Tjz mhbvhd kvhwh iyfjcf wtdjhhkyv pc zlcrf gtc wdbz","ozk Pjqqiq nqfic bvgzpg mzbfcqhqn ji mgmpt ubd mkfj","51"
"385","ca","Roda el món i torna al Born, que al final tot es troba","Roda el mon i torna al Born, que al final tot es troba","Urgd ho prq l wruqd do Eruq, txh do ilqdo wrw hv wured","Uduu ha diq x kiucr uo Qflq, fly da wcqpc nri vm wgfvd","afeA av qfv r mxnaa ut Xgyg, cxt me hfbwx mov du iibgf","54"
"386","ca","Qui té la salut té tot el que necessita per ser feliç","Qui te la salut te tot el que necessita per ser felic","Txl wh od vdoxw wh wrw ho txh qhfhvvlwd shu vhu iholf","Tjz nh ar mdaln wt kiw tc kxt eyftjmlir jhg jyu uvflr","wze Pj oq uwepf tv bnn pp bmc rlopvgzzt ucd aqz gaiut","53"
"387","ca","De mica en mica s'omple la pica i el riu fa el seu camí","De mica en mica s'omple la pica i el riu fa el seu cami","Gh plfd hq plfd v'rpsoh od slfd l ho ulx id ho vhx fdpl","Gt dcfp vh pxtu v'ddjot cu sxtu l tc llj wu ha jyx rrgl","mp hDfq gi arfh p'zifap ry masp t pz tma tb ce uqz drut","55"
"388","ca","La saviesa comença amb el respecte a un mateix i als altres","La saviesa comenca amb el respecte a un mateix i als altres","Od vdylhvd frphqfd dpe ho uhvshfwh d xq pdwhla l dov dowuhv","Op juyxvmd rfghctu dbs yo gvmsttnh p lh ppkylm z uoh rfwgvm","ah rYzocid umfgaqp ckd fs oyiwphsp q qt chohna t jgq dyuobi","59"
"389","ca","No hi ha camí per a la pau, la pau és el camí que fem","No hi ha cami per a la pau, la pau es el cami que fem","Qr kl kd fdpl shu d od sdx, od sdx hv ho fdpl txh ihp","Qd yc kp tupx gyu p cu spl, fd ero hh vf fpdc tjv zhb","mf hX ca npcr hhd a am ghl, st yfu gq hq imgf jzk piq","53"
"390","ca","La llengua és la pàtria de l'ànima i el refugi del cor","La llengua es la patria de l'anima i el refugi del cor","Od oohqjxd hv od sdwuld gh o'dqlpd l ho uhixjl gho fru","Op cfhcxod tj fd ernuxr xh a'rhlbr c ha iyijxc gtc wrg","gh mYmyqrg pl fz wfurre au q'qumke t uc qvmzpv rbd mdu","54"
"391","ca","L'educació és l'arma més poderosa per canviar el món","L'educacio es l'arma mes poderosa per canviar el mon","O'hgxfdflr hv o'dupd phv srghurvd shu fdqyldu ho prq","O'tuofptcr tj f'dgdu ptj jrsvlrhr jhg tuqkzuu tc grc","y'phYamgpg pd u'zaff zps hztuizqd uua qpanpxj da mmu","52"
"392","ca","El cor té raons que la raó no coneix ni pot comprendre","El cor te raons que la rao no coneix ni pot comprendre","Ho fru wh udrqv txh od udr qr frqhla ql srw frpsuhqguh","Ha tiu iv lddem tjv fd gri qd tiqtzr qx giw rfgsgvhggv","ve vQp ta iofzf lgp iv dff uv xpuprx jv xdd udbgqsiddi","54"
"393","ca","Qui viu esperant, mor cantant i somrient fins al final","Qui viu esperant, mor cantant i somrient fins al final","Txl ylx hvshudqw, pru fdqwdqw l vrpulhqw ilqv do ilqdo","Tjz plj vmstiuqi, diu rrhwpen l hfguxvhw uzhv pc zlcrf","hzz Pjo tiapvsvv, xfq uhauwbl d qrtgqaiq ahbj ji mgmtu","54"
"394","ca","La bellesa és en els ulls de qui mira amb amor i tendresa","La bellesa es en els ulls de qui mira amb amor i tendresa","Od ehoohvd hv hq hov xoov gh txl plud dpe dpru l whqguhvd","Op syoavmd tj yq tcm xacm gt hol bzld pdv dbfl l ivhggvmd","ch eYsoyic pp fz oxm oepr my dqt khtj iff tkvf g qtioddif","57"
"395","ca","La llibertat no s'atura, es conquereix cada dia amb esforç","La llibertat no s'atura, es conquereix cada dia amb esforc","Od oolehuwdw qr v'dwxud, hv frqtxhuhla fdgd gld dpe hviruf","Op cflqvlwpk hr h'rnxgr, yv rfhtjvlhxo wdsr xlp rge tjzrgt","gh xYmttiqhq bn w'uucdu, ru qigtzrpibq yrsh fud tuj pdlzup","58"
"396","ca","La paraula és plata, el silenci és or pur i valuós","La paraula es plata, el silenci es or pur i valuos","Od sdudxod hv sodwd, ho vlohqfl hv ru sxu l ydoxrv","Op guuplfd tj jopku, ha jcotewl tj iu ell l krfxdj","ah hYdgatz ph fzayn, me pqzbylv pl tz tat g nfturz","50"
"397","ca","L'esperança és l'última cosa que es perd en el cor humà","L'esperanca es l'ultima cosa que es perd en el cor huma","O'hvshudqfd hv o'xowlpd frvd txh hv shug hq ho fru kxpd","O'tjjhgrhfp vm o'jcnlbr wrhr kxt vm stix hc vf fdi bxbr","z'pdYzqquoh zg i'wymbkq tunu uop pr irsv gm fq ikg vkru","55"
"398","ca","Cada u al seu lloc i Déu per a tots sense distinció","Cada u al seu lloc i Deu per a tots sense distincio","Fdgd x do vhx oorf l Ghx shu d wrwv vhqvh glvwlqflr","Fpuu x pc mhj cfrr z Xhj gyu p kiwh jyqhv xlhkcqrzi","ahhG a or mgz uqmR u jcz hqd v ancq qbzrx imqutnvxj","51"
"399","ca","La vida és curta i l'art és llarg i ens sobreviu a tots","La vida es curta i l'art es llarg i ens sobreviu a tots","Od ylgd hv fxuwd l o'duw hv ooduj l hqv vreuhylx d wrwv","Op mcgp vm fjind x c'uui vm oarlj x vhv hfvutmcx p kiwh","mh hYoo di wzrgv a f'mov ea ityuq r qzi iigmphao v rnqb","55"
"400","ca","L'amistat és una ànima en dos cossos i un sol pensament","L'amistat es una anima en dos cossos i un sol pensament","O'dplvwdw hv xqd dqlpd hq grv frvvrv l xq vro shqvdphqw","O'pdcvirn hh lhd pecpp vh gdj wrhjiv x lh vdc jhcjupten","m'hvYfwiu qq hqt mflqh fh ibd zvqruz q it zfm imaqzwphl","55"
"401","ca","La ciència sense consciència és la ruïna de l'ànima humana","La ciencia sense consciencia es la ruina de l'anima humana","Od flhqfld vhqvh frqvflhqfld hv od uxlqd gh o'dqlpd kxpdqd","Op tchctcd hvhvt tiqhtchctcd tj fd glcqp uy o'pecpp yoppeu","mh mYpmqpq qpfiv ipmqmxpmqpg pd fz mftch hx a'mylyh hhcahl","58"
"402","ca","La paciència és la virtut dels grans homes i de les bones ànimes","La paciencia es la virtut dels grans homes i de les bones animes","Od sdflhqfld hv od yluwxw ghov judqv krphv l gh ohv erqhv dqlphv","Op gufxvhfxr yv ar plgkow svfv viuqh yiptj c gt cyv qfhhh rhlbvm","ah rYdqgicre gu hi uydstn gbia iqivv xcmpp h zc dmq xqigq quokti","64"
"403","ca","Primer el deure, després el plaer, deia el mestre als seus deixebles","Primer el deure, despres el plaer, deia el mestre als seus deixebles","Sulphu ho ghxuh, ghvsuhv ho sodhu, ghld ho phvwuh dov vhxv ghlaheohv","Sgzghg vf gtllh, svmsgvm ha gfdti, xhxr yo bvmwgv uoh jyxh uylmvvotj","dddSjg qi tpsdt, oqiodes ig qdrpr, fvcq uo kdyiab icq qyzc raioptiyz","68"
"404","ca","La natura no fa salts sinó que va pas a pas amb mesura","La natura no fa salts sino que va pas a pas amb mesura","Od qdwxud qr id vdowv vlqr txh yd sdv d sdv dpe phvxud","Op euwjiu qd wu vpcnv hzhr fly yp guv p guv pdv ptjoup","ah zYlabv af hx bwimq qgij cut ah hcd a idi hpi fyhzha","54"
"405","ca","Qui molt abarca poc estreny i al final perd-ho tot","Qui molt abarca poc estreny i al final perd-ho tot","Txl prow dedufd srf hvwuhqb l do ilqdo shug-kr wrw","Tjz grak uepiwd efw hhklhcp c da wcqpc jhgu-br ifn","dze Pjau nbhllv bfg tqmqnmq h me hfbzx mkdv-qa wug","50"
"406","ca","Més fa qui vol que qui pot, perquè la voluntat ho és tot","Mes fa qui vol que qui pot, perque la voluntat ho es tot","Phv id txl yro txh txl srw, shutxh od yroxqwdw kr hv wrw","Ptj zd flc ydc kxt hol efn, stikxt cu ydcoqirn kd vm wdk","jpg Hz mft nfp cmy rqw lpt, gnsvap fr mycmwvfx uo ni fbn","56"
"407","ca","L'amor és la força més subtil i poderosa del món conegut","L'amor es la forca mes subtil i poderosa del mon conegut","O'dpru hv od irufd phv vxewlo l srghurvd gho prq frqhjxw","O'pdiu tj fd uflfp dyv hlvwxc c sduyudju gtc grc tiqtxow","v'hpYf ga zt ahfgc gfi qritmb m cffsaaaz dpm dmv upypxrb","56"
"408","ca","El treball és la dignitat dels pobles i la glòria dels humils","El treball es la dignitat dels pobles i la gloria dels humils","Ho wuhedoo hv od gljqlwdw ghov sreohv l od joruld ghov kxplov","Ha klhqrfo tj fd szaqxkuw svfv efvotj c op xfrgzu gtcm kjdcoh","te xQngqug ps yz efjarsxn gbii lpigmy z gh dyrauj opzd mmnfqy","61"
"409","ca","Tants caps, tants barrets i cadascú veu el món a la seva manera","Tants caps, tants barrets i cadascu veu el mon a la seva manera","Wdqwv fdsv, wdqwv eduuhwv l fdgdvfx yhx ho prq d od vhyd pdqhud","Wpenv rrjv, irhwh suugvnv x tugpjwx kvo ha diq p cu vtmu ppeyup","whuBl ziuq, vqiua bswdrai a ipbhndz yri ve hqf a xm aphi ochlha","63"
"410","ca","Qui ben estima, ben castiga, diu el proverbi de les àvies","Qui ben estima, ben castiga, diu el proverbi de les avies","Txl ehq hvwlpd, ehq fdvwljd, glx ho suryhuel gh ohv dylhv","Tjz vhc vmwxdu, ete wdhkcjp, ucx tc judmyuqz xh avm dkzyv","izm Pjo qiarpb, fbl lmqhfnm, zaz pf rmcaorxe aj oqi cnfji","57"
"411","ca","Qui no vol pols, que no vagi a l'era on es bat el blat","Qui no vol pols, que no vagi a l'era on es bat el blat","Txl qr yro srov, txh qr ydjl d o'hud rq hv edw ho eodw","Tjz hr kff sdcm, tjv hr kral p c'yup fh hh suw tc vopk","qzn Pj gug ofzs, mqp ie nhuu c t'mqh qa ga qsi ph bmyn","54"
"412","ca","Gent catalana, gent franca, gent de paraula i bon tracte","Gent catalana, gent franca, gent de paraula i bon tracte","Jhqw fdwdodqd, jhqw iudqfd, jhqw gh sdudxod l erq wudfwh","Jten fpkuopeu, jten igrhfp, xyqi uy spiuxar c ede nuptnh","wphZ lagnahpy, lwzl qdhvuc, grcv hx aasvmef r uwl lwhapq","56"
"413","ca","El temps és l'únic bé que no es pot ni comprar ni recuperar","El temps es l'unic be que no es pot ni comprar ni recuperar","Ho whpsv hv o'xqlf eh txh qr hv srw ql frpsudu ql uhfxshudu","Ha kypej yv a'lhlr sy tjv hr tj jri ec fddjupi hl gvwxevldg","ce lQnch zq e'uitc ts qzp pi zu zmv fu lzgfqhd av btitldrif","59"
"414","ca","No hi ha mal que duri cent anys ni cos que el resisteixi","No hi ha mal que duri cent anys ni cos que el resisteixi","Qr kl kd pdo txh gxul fhqw dqbv ql frv txh ho uhvlvwhlal","Qd yc kp duo fly gjic ften dcpm qx tiv fly ha iyvxjnhxoc","mf hX ca nfc gzy tmdv wpmg lofh vr gxp cit ce rqvwizmrqy","56"
"415","ca","Qui bé vol, bé fa, i qui estima de veritat no pot fer mal","Qui be vol, be fa, i qui estima de veritat no pot fer mal","Txl eh yro, eh id, l txl hvwlpd gh yhulwdw qr srw ihu pdo","Tjz vh kff, et wu, l flc hhkcpp uy yticwpk hr efn iti gda","izn Pj gqg, ap gl, b mtt mqhqnc ha mphcvqb nw lpu gdv vef","57"
"416","ca","La saviesa popular és la filosofia dels que han viscut molt","La saviesa popular es la filosofia dels que han viscut molt","Od vdylhvd srsxodu hv od ilorvrild ghov txh kdq ylvfxw prow","Op juyxvmd efjxarl hh cu ixcivdwcd svfv fly kpe plhtow bffw","ah rYzociz lefgtru aq rq mvvmmfsib gfic ghi thn lyqktp gbgb","59"
"417","ca","Més val un bon amic que cent parents interessats i llunyans","Mes val un bon amic que cent parents interessats i llunyans","Phv ydo xq erq dplf txh fhqw sduhqwv lqwhuhvvdwv l ooxqbdqv","Ptj pda lh ede upxt kxt tyqi guutenv xenhgvmvpkm l acoqnrhv","hpe Hzq ft afr llnh pcp vrpa xdwpral wilodhqioin y ewtmqxui","59"
"418","la","Nusquam est qui ubique est et se perdit in omnibus","Nusquam est qui ubique est et se perdit in omnibus","Qxvtxdp hvw txl xeltxh hvw hw vh shuglw lq rpqlexv","Qjjkxpd yvi hol jsctjv yvi vn vt gyuszn lc fgqxsov","nzhXzcr fyv ziq mtsczv piw ii cp sidwaj dm rtgyxsi","50"
"419","la","Homo homini lupus est quando obliviscitur humanitatis","Homo homini lupus est quando obliviscitur humanitatis","Krpr krplql oxsxv hvw txdqgr reolylvflwxu kxpdqlwdwlv","Kddi kddcqx cosjj yvi hodcui rqccyxjwlill kjduqxkuwxj","vffN fmnfyr zxmcs zyv miqvfa mxrumbcztvzt tanfarrxnbz","53"
"420","la","Errare humanum est sed in errore perseverare diabolicum","Errare humanum est sed in errore perseverare diabolicum","Huuduh kxpdqxp hvw vhg lq huuruh shuvhyhuduh glderolfxp","Hgiuut yoppeop tjn vtu cq tilrgv jhgjyytiuut ucdqfflrlg","adpQvy acyhphl whz mpp ia txvzdd uicqzappcvm aagxufgdtt","55"
"421","la","Sic transit gloria mundi et omnia quae in mundo sunt","Sic transit gloria mundi et omnia quae in mundo sunt","Vlf wudqvlw joruld pxqgl hw rpqld txdh lq pxqgr vxqw","Vxt nupemli xfrgzu pjexl tk ipczu tjry lc doqsf mxck","wrh Ipoalgv dtrauj rzphl vt namzh jcpu ym stfox gmrn","52"
"422","la","Ex nihilo nihil fit et nihil ad nihilum potest reverti","Ex nihilo nihil fit et nihil ad nihilum potest reverti","Ha qlklor qlklo ilw hw qlklo dg qlkloxp srwhvw uhyhuwl","Hm eckxci qxyco uzn hi eckxc ug czblalg sdkyvi iyytinl","mo rQlvnm mraxc wyj mv rqlan mk medjdtt cfvsnc ivwpcvt","54"
"423","la","Nil admirari propemodum est una res quae possit facere","Nil admirari propemodum est una res quae possit facere","Qlo dgpludul surshprgxp hvw xqd uhv txdh srvvlw idfhuh","Qxc ugbzldgz judgypduop tjn xcr lhh hodt givhzn iptyut","ark Xmtdjzdf fjcadyfpha whz tmq ruy qqvp qfdwij chpvpa","54"
"424","la","Pecunia non olet et semper necessaria est hominibus","Pecunia non olet et semper necessaria est hominibus","Shfxqld qrq rohw hw vhpshu qhfhvvduld hvw krplqlexv","Sttoqxr hrc ffhi vn vtdjhg eyftjmdgzu hhk brbzhlqlm","yprSpqx ugm vugw qi zpdifc qlopdgzafj kqk qnqujoxtt","51"
"425","gl","A lingua é a alma do pobo e o tesouro da súa memoria","A lingua e a alma do pobo e o tesouro da sua memoria","D olqjxd h d dopd gr srer h r whvrxur gd vxd phpruld","D azhjjr y d pcgd sf jrqf y r ivmrjii gp jod bvgrgzu","q ezFjcz u d hsfm zf gcxv u g ouivzhu vy dzd kdfiauj","52"
"426","gl","A esperanza é o último que se perde no corazón humano","A esperanza e o ultimo que se perde no corazon humano","D hvshudqcd h r xowlpr txh vh shugh qr frudcrq kxpdqr","D tjjhgrhcp v i xakcpd hoh hv jhguy qd tiupqiq wlgdcf","z pdFzqquvh e m imrnyf qhq zq icdfq av xpvhbax dxtmfg","53"
"427","gl","O traballo dignifica o home e fai del un ser libre","O traballo dignifica o home e fai del un ser libre","R wudedoor gljqlilfd r krph h idl gho xq vhu oleuh","R iiuepcfr szaqxwcfp f brbv y ipz xha lh vti flqiy","a vhUvglme srujmxbkh k ggcu i rhe vjq qt gpx ivctv","50"
"428","gl","Coa paciencia todo se consegue e con présa todo se perde","Coa paciencia todo se consegue e con presa todo se perde","Frd sdflhqfld wrgr vh frqvhjxh h frq suhvd wrgr vh shugh","Fdr jdrzyqrzu wdui vt tiqhvaxt v wrc glhhr nrsf mh evlgt","zfu Gucfjaufx jvba vp qipexibp m rit udwqs quou gt lpqid","56"
"429","gl","O silencio é máis elocuente que as palabras en moitas ocasións","O silencio e mais elocuente que as palabras en moitas ocasions","R vlohqflr h pdlv horfxhqwh txh dv sdodeudv hq prlwdv rfdvlrqv","R hzfhctcr t dulh vfrrlyqiv kxt rm spcuegrm hc dilirm rrrmldem","g qmUjmqpa p qufg ticuvutnx iop hr uasmodml uv qfovut uouuoftl","62"
"430","gl","Non deixes para mañá o que podes facer hoxe con alegría","Non deixes para mana o que podes facer hoxe con alegria","Qrq ghlahv sdud pdqd r txh srghv idfhu krah frq dohjuld","Qde xhxoyv erld brhd d hoh efxhh wufti brmv wrc rfhvicd","rfr Xlcqyt lkiu qfuy f lfq rqgaq pqbkg vbom uig uumiqvf","55"
"431","gl","O mellor amigo do home é o libro que nunca o traizoa","O mellor amigo do home e o libro que nunca o traizoa","R phooru dpljr gr krph h r oleur txh qxqfd r wudlcrd","R bvfodi upxxi gd yipt v i oxslr fly qjewd d kldxqid","g kfUiay vvrfh rv dcvp r h itysc gzu tbxlt f rfnvfxf","52"
"432","gl","A amizade é un tesouro que non ten prezo nin substituto","A amizade e un tesouro que non ten prezo nin substituto","D dplcdgh h xq whvrxur txh qrq whq suhcr qlq vxevwlwxwr","D pdccpuy h je nhhfoud hoh cfh wte jutqi qxe mxqjnlilnr","m hhFfcma w zq qlyqgyf maq qqg zpp blvax orx xlwrzwvttu","55"
"433","gl","Quen busca con constancia e fe sempre acaba por atopar","Quen busca con constancia e fe sempre acaba por atopar","Txhq exvfd frq frqvwdqfld h ih vhpsuh dfded sru dwrsdu","Tjvh ejjwd rfh fdemwpewlp v zh hvgsgv ufpsu sdi uwdguu","qzzP iblzq uff goglbhhblj t id qdqias iahfg sas vafbda","54"
"434","gl","A beleza está nos ollos do que mira con amor e sensibilidade","A beleza esta nos ollos do que mira con amor e sensibilidade","D ehohcd hvwd qrv roorv gr txh plud frq dpru h vhqvlelolgdgh","D qvfhor yvir hrh ffodj xr fly pxiu fde updi y vtemlqzflsrxh","g xyFicq uqvq iug ugrfg yz cut arfh vag lcfp h voilgxstjrtuq","60"
"435","gl","Non hai mal que cen anos dure nin corpo que o resista","Non hai mal que cen anos dure nin corpo que o resista","Qrq kdl pdo txh fhq dqrv gxuh qlq frusr txh r uhvlvwd","Qde bdx duo fly fte uqdj xxgv hlc tiuef kxt f lhhzmwp","kfr Xla ffc gpy tag lrfd xzqr ivm ltpna gtp q rgoqjhb","53"
"436","gl","O corazón ten razóns que a razón non coñece nin entende","O corazon ten razons que a razon non conece nin entende","R frudcrq whq udcrqv txh d udcrq qrq frqhfh qlq hqwhqgh","R rfldofh wte ldofhv fly d grtrc eiq rfhhrv hlc vhwtexh","t uyUgqfg tpy blqfgc gdi t pfuvm uul qxgqum qiq tirpblq","55"
"437","gl","Máis vale tarde que nunca para facer o que é correcto","Mais vale tarde que nunca para facer o que e correcto","Pdlv ydoh wdugh txh qxqfd sdud idfhu r txh h fruuhfwr","Ppzm ypcy wpixh fly qjewd erld urwhg f kxt v wrgiyfif","ohhH jccm rhgbv cqt bzlxl tfub adfun q gbp d ricuvvgg","53"
"438","gl","A verdade é filla do tempo e nai da xustiza verdadeira","A verdade e filla do tempo e nai da xustiza verdadeira","D yhugdgh h ilood gr whpsr h qdl gd axvwlcd yhugdghlud","D kvlgpuy h uzfop ui wtdjr t eul sr rxhkccp myusrxhxiu","t nhFicda g ahqjv ya zppbf a ulu sq tumrnch smorauarqv","54"
"439","gl","Onde hai fumo hai lume e onde hai amor hai alegría","Onde hai fumo hai lume e onde hai amor hai alegria","Rqgh kdl ixpr kdl oxph h rqgh kdl dpru kdl dohjuld","Rcuy kpz zxbf bdx copt v iqsv bdx rgrg yul pcyjgzu","cmhU ajn jkkr rgy fmvp s hikx idr dfua ucc hdtmazj","50"
"440","gl","Quen non traballa non come e quen non come non pode traballar","Quen non traballa non come e quen non come non pode traballar","Txhq qrq wudedood qrq frph h txhq qrq frph qrq srgh wudedoodu","Tjvh qde nupsuoar hrc tipt v kxte hrc tipt eiq efxh iiuepcfdg","qzfP iwx laheasqy uvm pupn h iqpm rlv upvp lhl rxga vhqvglmdf","61"
"441","gl","A lingua galega é río de séculos que non para de fluír","A lingua galega e rio de seculos que non para de fluir","D olqjxd jdohjd h ulr gh vhfxorv txh qrq sdud gh ioxlu","D azhjjr adavad t icr sv mhrlfrh hoh cfh spiu gt wfxxi","q ezFjez ueepfi m fvo su uigqtyq muq qqg ahps vg dbrrv","54"
"442","gl","O mar de Galicia é a porta aberta para todos os horizontes","O mar de Galicia e a porta aberta para todos os horizontes","R pdu gh Jdolfld h d sruwd dehuwd sdud wrgrv rv krulcrqwhv","R brl gt Xuoxtcd t r jrgku dqvlwp guup kigdj iv wfllofhwtj","t kpU ua dRmrpyp z f uadxu ntfiah hbdv anvfb dz tigqyptgbz","58"
